STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 49,17090522,3,     ,     ,     ,     ,                    ,     ,
 49,17090523,1,     ,     ,     ,     ,                    ,     ,
 49,17090523,2,     ,  520,     ,     ,                    ,     ,
 49,17090523,3,     ,     ,     ,     ,                    ,     ,
 49,17090524,1,     ,     ,     ,     ,                    ,     ,
 49,17090524,2,     ,  530,     ,     ,                    ,     ,
 49,17090524,3,     ,     ,     ,     ,                    ,     ,
 49,17090525,1,     ,     ,     ,     ,                    ,     ,
 49,17090525,2,     ,  540,     ,     ,                    ,     ,
 49,17090525,3,     ,     ,     ,     ,                    ,     ,
 49,17090526,1,     ,     ,     ,     ,                    ,     ,
 49,17090526,2,     ,  570,     ,     ,                    ,     ,
 49,17090526,3,     ,     ,     ,     ,                    ,     ,
 49,17090527,1,     ,     ,     ,     ,                    ,     ,
 49,17090527,2,     ,  600,     ,     ,                    ,     ,
 49,17090527,3,     ,     ,     ,     ,                    ,     ,
 49,17090528,1,     ,     ,     ,     ,                    ,     ,
 49,17090528,2,     ,  600,     ,     ,                    ,     ,
 49,17090528,3,     ,     ,     ,     ,                    ,     ,
 49,17090529,1,     ,     ,     ,     ,                    ,     ,
 49,17090529,2,     ,  610,     ,     ,                    ,     ,
 49,17090529,3,     ,     ,     ,     ,                    ,     ,
 49,17090530,1,     ,     ,     ,     ,                    ,     ,
 49,17090530,2,     ,  590,     ,     ,                    ,     ,
 49,17090530,3,     ,     ,     ,     ,                    ,     ,
 49,17090531,1,     ,     ,     ,     ,                    ,     ,
 49,17090531,2,     ,  560,     ,     ,                    ,     ,
 49,17090531,3,     ,     ,     ,     ,                    ,     ,
 49,17090601,1,     ,     ,     ,     ,                    ,     ,
 49,17090601,2,     ,  560,     ,     ,                    ,     ,
 49,17090601,3,     ,     ,     ,     ,                    ,     ,
 49,17090602,1,     ,     ,     ,     ,                    ,     ,
 49,17090602,2,     ,  560,     ,     ,                    ,     ,
 49,17090602,3,     ,     ,     ,     ,                    ,     ,
 49,17090603,1,     ,     ,     ,     ,                    ,     ,
 49,17090603,2,     ,  560,     ,     ,                    ,     ,
 49,17090603,3,     ,     ,     ,     ,                    ,     ,
 49,17090604,1,     ,     ,     ,     ,                    ,     ,
 49,17090604,2,     ,  550,     ,     ,                    ,     ,
 49,17090604,3,     ,     ,     ,     ,                    ,     ,
 49,17090605,1,     ,     ,     ,     ,                    ,     ,
 49,17090605,2,     ,  580,     ,     ,                    ,     ,
 49,17090605,3,     ,     ,     ,     ,                    ,     ,
 49,17090606,1,     ,     ,     ,     ,                    ,     ,
 49,17090606,2,     ,  610,     ,     ,                    ,     ,
 49,17090606,3,     ,     ,     ,     ,                    ,     ,
 49,17090607,1,     ,     ,     ,     ,                    ,     ,
 49,17090607,2,     ,  590,     ,     ,                    ,     ,
 49,17090607,3,     ,     ,     ,     ,                    ,     ,
 49,17090608,1,     ,     ,     ,     ,                    ,     ,
 49,17090608,2,     ,  590,     ,     ,                    ,     ,
 49,17090608,3,     ,     ,     ,     ,                    ,     ,
 49,17090609,1,     ,     ,     ,     ,                    ,     ,
 49,17090609,2,     ,  590,     ,     ,                    ,     ,
 49,17090609,3,     ,     ,     ,     ,                    ,     ,
 49,17090610,1,     ,     ,     ,     ,                    ,     ,
 49,17090610,2,     ,  590,     ,     ,                    ,     ,
 49,17090610,3,     ,     ,     ,     ,                    ,     ,
 49,17090611,1,     ,     ,     ,     ,                    ,     ,
 49,17090611,2,     ,  630,     ,     ,                    ,     ,
 49,17090611,3,     ,     ,     ,     ,                    ,     ,
 49,17090612,1,     ,     ,     ,     ,                    ,     ,
 49,17090612,2,     ,  660,     ,     ,                    ,     ,
 49,17090612,3,     ,     ,     ,     ,                    ,     ,
 49,17090613,1,     ,     ,     ,     ,                    ,     ,
 49,17090613,2,     ,  680,     ,     ,                    ,     ,
 49,17090613,3,     ,     ,     ,     ,                    ,     ,
 49,17090614,1,     ,     ,     ,     ,                    ,     ,
 49,17090614,2,     ,  670,     ,     ,                    ,     ,
 49,17090614,3,     ,     ,     ,     ,                    ,     ,
 49,17090615,1,     ,     ,     ,     ,                    ,     ,
 49,17090615,2,     ,  690,     ,     ,                    ,     ,
 49,17090615,3,     ,     ,     ,     ,                    ,     ,
 49,17090616,1,     ,     ,     ,     ,                    ,     ,
 49,17090616,2,     ,  690,     ,     ,                    ,     ,
 49,17090616,3,     ,     ,     ,     ,                    ,     ,
 49,17090617,1,     ,     ,     ,     ,                    ,     ,
 49,17090617,2,     ,  650,     ,     ,                    ,     ,
 49,17090617,3,     ,     ,     ,     ,                    ,     ,
 49,17090618,1,     ,     ,     ,     ,                    ,     ,
 49,17090618,2,     ,  650,     ,     ,                    ,     ,
 49,17090618,3,     ,     ,     ,     ,                    ,     ,
 49,17090619,1,     ,     ,     ,     ,                    ,     ,
 49,17090619,2,     ,  640,     ,     ,                    ,     ,
 49,17090619,3,     ,     ,     ,     ,                    ,     ,
 49,17090620,1,     ,     ,     ,     ,                    ,     ,
 49,17090620,2,     ,  620,     ,     ,                    ,     ,
 49,17090620,3,     ,     ,     ,     ,                    ,     ,
 49,17090621,1,     ,     ,     ,     ,                    ,     ,
 49,17090621,2,     ,  620,     ,     ,                    ,     ,
 49,17090621,3,     ,     ,     ,     ,                    ,     ,
 49,17090622,1,     ,     ,     ,     ,                    ,     ,
 49,17090622,2,     ,  590,     ,     ,                    ,     ,
 49,17090622,3,     ,     ,     ,     ,                    ,     ,
 49,17090623,1,     ,     ,     ,     ,                    ,     ,
 49,17090623,2,     ,  600,     ,     ,                    ,     ,
 49,17090623,3,     ,     ,     ,     ,                    ,     ,
 49,17090624,1,     ,     ,     ,     ,                    ,     ,
 49,17090624,2,     ,  610,     ,     ,                    ,     ,
 49,17090624,3,     ,     ,     ,     ,                    ,     ,
 49,17090625,1,     ,     ,     ,     ,                    ,     ,
 49,17090625,2,     ,  650,     ,     ,                    ,     ,
 49,17090625,3,     ,     ,     ,     ,                    ,     ,
 49,17090626,1,     ,     ,     ,     ,                    ,     ,
 49,17090626,2,     ,  650,     ,     ,                    ,     ,
 49,17090626,3,     ,     ,     ,     ,                    ,     ,
 49,17090627,1,     ,     ,     ,     ,                    ,     ,
 49,17090627,2,     ,  600,     ,     ,                    ,     ,
 49,17090627,3,     ,     ,     ,     ,                    ,     ,
 49,17090628,1,     ,     ,     ,     ,                    ,     ,
 49,17090628,2,     ,  590,     ,     ,                    ,     ,
 49,17090628,3,     ,     ,     ,     ,                    ,     ,
 49,17090629,1,     ,     ,     ,     ,                    ,     ,
 49,17090629,2,     ,  600,     ,     ,                    ,     ,
 49,17090629,3,     ,     ,     ,     ,                    ,     ,
 49,17090630,1,     ,     ,     ,     ,                    ,     ,
 49,17090630,2,     ,  590,     ,     ,                    ,     ,
 49,17090630,3,     ,     ,     ,     ,                    ,     ,
 49,17090701,1,     ,     ,     ,     ,                    ,     ,
 49,17090701,2,     ,  650,     ,     ,                    ,     ,
 49,17090701,3,     ,     ,     ,     ,                    ,     ,
 49,17090702,1,     ,     ,     ,     ,                    ,     ,
 49,17090702,2,     ,  660,     ,     ,                    ,     ,
 49,17090702,3,     ,     ,     ,     ,                    ,     ,
 49,17090703,1,     ,     ,     ,     ,                    ,     ,
 49,17090703,2,     ,  620,     ,     ,                    ,     ,
 49,17090703,3,     ,     ,     ,     ,                    ,     ,
 49,17090704,1,     ,     ,     ,     ,                    ,     ,
 49,17090704,2,     ,  650,     ,     ,                    ,     ,
 49,17090704,3,     ,     ,     ,     ,                    ,     ,
 49,17090705,1,     ,     ,     ,     ,                    ,     ,
 49,17090705,2,     ,  660,     ,     ,                    ,     ,
 49,17090705,3,     ,     ,     ,     ,                    ,     ,
 49,17090706,1,     ,     ,     ,     ,                    ,     ,
 49,17090706,2,     ,  630,     ,     ,                    ,     ,
 49,17090706,3,     ,     ,     ,     ,                    ,     ,
 49,17090707,1,     ,     ,     ,     ,                    ,     ,
 49,17090707,2,     ,  610,     ,     ,                    ,     ,
 49,17090707,3,     ,     ,     ,     ,                    ,     ,
 49,17090708,1,     ,     ,     ,     ,                    ,     ,
 49,17090708,2,     ,  590,     ,     ,                    ,     ,
 49,17090708,3,     ,     ,     ,     ,                    ,     ,
 49,17090709,1,     ,     ,     ,     ,                    ,     ,
 49,17090709,2,     ,  590,     ,     ,                    ,     ,
 49,17090709,3,     ,     ,     ,     ,                    ,     ,
 49,17090710,1,     ,     ,     ,     ,                    ,     ,
 49,17090710,2,     ,  590,     ,     ,                    ,     ,
 49,17090710,3,     ,     ,     ,     ,                    ,     ,
 49,17090711,1,     ,     ,     ,     ,                    ,     ,
 49,17090711,2,     ,  600,     ,     ,                    ,     ,
 49,17090711,3,     ,     ,     ,     ,                    ,     ,
 49,17090712,1,     ,     ,     ,     ,                    ,     ,
 49,17090712,2,     ,  600,     ,     ,                    ,     ,
 49,17090712,3,     ,     ,     ,     ,                    ,     ,
 49,17090713,1,     ,     ,     ,     ,                    ,     ,
 49,17090713,2,     ,  600,     ,     ,                    ,     ,
 49,17090713,3,     ,     ,     ,     ,                    ,     ,
 49,17090714,1,     ,     ,     ,     ,                    ,     ,
 49,17090714,2,     ,  610,     ,     ,                    ,     ,
 49,17090714,3,     ,     ,     ,     ,                    ,     ,
 49,17090715,1,     ,     ,     ,     ,                    ,     ,
 49,17090715,2,     ,  610,     ,     ,                    ,     ,
 49,17090715,3,     ,     ,     ,     ,                    ,     ,
 49,17090716,1,     ,     ,     ,     ,                    ,     ,
 49,17090716,2,     ,  610,     ,     ,                    ,     ,
 49,17090716,3,     ,     ,     ,     ,                    ,     ,
 49,17090717,1,     ,     ,     ,     ,                    ,     ,
 49,17090717,2,     ,  620,     ,     ,                    ,     ,
 49,17090717,3,     ,     ,     ,     ,                    ,     ,
 49,17090718,1,     ,     ,     ,     ,                    ,     ,
 49,17090718,2,     ,  620,     ,     ,                    ,     ,
 49,17090718,3,     ,     ,     ,     ,                    ,     ,
 49,17090719,1,     ,     ,     ,     ,                    ,     ,
 49,17090719,2,     ,  620,     ,     ,                    ,     ,
 49,17090719,3,     ,     ,     ,     ,                    ,     ,
 49,17090720,1,     ,     ,     ,     ,                    ,     ,
 49,17090720,2,     ,  630,     ,     ,                    ,     ,
 49,17090720,3,     ,     ,     ,     ,                    ,     ,
 49,17090721,1,     ,     ,     ,     ,                    ,     ,
 49,17090721,2,     ,  620,     ,     ,                    ,     ,
 49,17090721,3,     ,     ,     ,     ,                    ,     ,
 49,17090722,1,     ,     ,     ,     ,                    ,     ,
